head	tail	relations
MESH:C020731	NCBI:136319	
MESH:D003894	NCBI:5020	
MESH:D003894	NCBI:114548	
MESH:D003894	NCBI:6983	AGONIST
MESH:D003894	NCBI:136319	
MESH:D000077585	NCBI:5020	
MESH:D000077585	NCBI:114548	
MESH:D000077585	NCBI:6983	
MESH:D000077585	NCBI:136319	AGONIST
MESH:D005259	NCBI:5020	
MESH:D005259	NCBI:114548	
MESH:D005259	NCBI:6983	
MESH:D005259	NCBI:136319	AGONIST
MESH:C047046	NCBI:5020	ANTAGONIST
MESH:C047046	NCBI:114548	
MESH:C047046	NCBI:6983	
MESH:C047046	NCBI:136319	
MESH:C019032	NCBI:5020	ANTAGONIST
MESH:C019032	NCBI:114548	
MESH:C019032	NCBI:6983	
MESH:C019032	NCBI:136319	
MESH:D000077602	NCBI:6983	ANTAGONIST
MESH:D000077602	NCBI:136319	
MESH:C409452	NCBI:6983	ANTAGONIST
MESH:C409452	NCBI:136319	
MESH:C103281	NCBI:6983	ANTAGONIST
MESH:C103281	NCBI:136319	
MESH:C106389	NCBI:6983	ANTAGONIST
MESH:C106389	NCBI:136319	ANTAGONIST
MESH:D000244	NCBI:27042	
MESH:D058607	NCBI:3156	
MESH:D009525	NCBI:3156	
MESH:D002118	NCBI:3356	
MESH:D002118	NCBI:3357	
MESH:D002118	NCBI:3358	
MESH:D008090	NCBI:3356	AGONIST|ACTIVATOR
MESH:D001971	NCBI:3356	AGONIST-ACTIVATOR|ACTIVATOR
MESH:D010479	NCBI:3356	AGONIST-ACTIVATOR|ACTIVATOR
MESH:C025328	NCBI:3356	AGONIST
MESH:C092430	NCBI:3356	AGONIST
MESH:D000068882	NCBI:5243	SUBSTRATE
MESH:D018967	NCBI:5243	SUBSTRATE
MESH:D018967	NCBI:1577	
MESH:D018967	NCBI:1565	
MESH:D000068882	NCBI:1577	
MESH:D000068882	NCBI:1565	
MESH:D015232	NCBI:5734	DIRECT-REGULATOR
MESH:D016718	NCBI:5731	
MESH:D016718	NCBI:5734	
MESH:D011458	NCBI:5731	
MESH:D011458	NCBI:5734	
MESH:D011458	NCBI:5743	
MESH:D015232	NCBI:9536	
MESH:D015232	NCBI:5732	
MESH:C411295	NCBI:5731	ANTAGONIST
MESH:C411295	NCBI:5733	ANTAGONIST
MESH:C411295	NCBI:5734	
MESH:C567964	NCBI:5731	ANTAGONIST
MESH:C567964	NCBI:5733	ANTAGONIST
MESH:C567964	NCBI:5734	
MESH:C487890	NCBI:5731	
MESH:C487890	NCBI:5733	
MESH:C487890	NCBI:5734	ANTAGONIST
MESH:C046926	NCBI:5731	
MESH:C046926	NCBI:5733	
MESH:C046926	NCBI:5734	ANTAGONIST
MESH:C068874	NCBI:5888	
MESH:C037736	NCBI:5888	INDIRECT-UPREGULATOR
MESH:C037736	NCBI:775	INHIBITOR
MESH:C064966	NCBI:5888	
MESH:C037736	NCBI:6118	
MESH:C037736	NCBI:3014	INDIRECT-UPREGULATOR
MESH:C037736	NCBI:1111	INDIRECT-UPREGULATOR
MESH:C037736	NCBI:4683	INDIRECT-UPREGULATOR
MESH:D000077157	NCBI:572	INHIBITOR
MESH:D000077157	NCBI:596	INDIRECT-DOWNREGULATOR
MESH:D000069287	NCBI:2064	
MESH:D000077341	NCBI:1576	SUBSTRATE
MESH:C088327	NCBI:7852	INHIBITOR|ANTAGONIST
MESH:C088327	NCBI:6387	INHIBITOR
MESH:C088327	NCBI:1437	
MESH:D000305	NCBI:5624	
MESH:D000305	NCBI:3685	
MESH:C495164	NCBI:4329	
MESH:C437397	NCBI:4329	PART-OF
MESH:D003065	NCBI:4329	
MESH:C012600	NCBI:4329	PART-OF
MESH:D009536	NCBI:4837	SUBSTRATE
MESH:C437397	NCBI:4837	
MESH:D006710	NCBI:4837	PRODUCT-OF
MESH:C024058	NCBI:4837	PRODUCT-OF|INHIBITOR
MESH:D009525	NCBI:4837	ACTIVATOR
MESH:D012964	NCBI:4837	ACTIVATOR
MESH:D060172	NCBI:1180	DIRECT-REGULATOR
MESH:D002712	NCBI:1180	
MESH:C017182	NCBI:775	DIRECT-REGULATOR|INHIBITOR
MESH:C017182	NCBI:8911	DIRECT-REGULATOR|INHIBITOR
MESH:C038806	NCBI:8911	DIRECT-REGULATOR|INHIBITOR
MESH:C017182	NCBI:779	
MESH:C017182	NCBI:778	
MESH:D017275	NCBI:775	DIRECT-REGULATOR
MESH:D017275	NCBI:8911	DIRECT-REGULATOR
MESH:D009568	NCBI:775	DIRECT-REGULATOR
MESH:D009568	NCBI:8911	
MESH:D009543	NCBI:775	DIRECT-REGULATOR
MESH:D009543	NCBI:8911	
MESH:C055603	NCBI:4318	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:D016686	NCBI:1636	
MESH:D016686	NCBI:4313	ACTIVATOR|INDIRECT-UPREGULATOR
MESH:D016686	NCBI:4318	ACTIVATOR|INDIRECT-UPREGULATOR
MESH:D009271	NCBI:4988	ANTAGONIST
MESH:D000431	NCBI:4988	
MESH:D005680	NCBI:5443	
MESH:D000431	NCBI:5443	INDIRECT-UPREGULATOR
MESH:D004961	NCBI:4137	
MESH:D000068538	NCBI:2796	
MESH:D049971	NCBI:6044	INHIBITOR
MESH:D002752	NCBI:760	DIRECT-REGULATOR|INHIBITOR
MESH:D014237	NCBI:760	DIRECT-REGULATOR|INHIBITOR
MESH:D005665	NCBI:760	DIRECT-REGULATOR|INHIBITOR
MESH:D007190	NCBI:760	DIRECT-REGULATOR|INHIBITOR
MESH:C031356	NCBI:760	
MESH:D006859	NCBI:760	
MESH:D002122	NCBI:801	DIRECT-REGULATOR
MESH:D018690	NCBI:801	
MESH:D002122	NCBI:818	
MESH:D002122	NCBI:6853	
MESH:D002122	NCBI:6557	
MESH:C080430	NCBI:801	
MESH:C080430	NCBI:6557	
MESH:D012965	NCBI:801	
MESH:D012965	NCBI:6557	SUBSTRATE
MESH:D002034	NCBI:801	
MESH:D015306	NCBI:18	
MESH:D000596	NCBI:18	
MESH:D000613	NCBI:18	
MESH:D010624	NCBI:18	
MESH:D000409	NCBI:18	
MESH:C002956	NCBI:18	
MESH:D020888	NCBI:18	INHIBITOR
MESH:C090235	NCBI:18	INHIBITOR
MESH:C064107	NCBI:18	INHIBITOR
MESH:D000255	NCBI:24145	SUBSTRATE
MESH:C495910	NCBI:56052	AGONIST
MESH:C495910	NCBI:4502	AGONIST
MESH:D008550	NCBI:56052	
MESH:D008550	NCBI:4502	
MESH:D008790	NCBI:27094	
MESH:D008790	NCBI:150	
MESH:D008790	NCBI:5915	ANTAGONIST
MESH:C097869	NCBI:27094	ANTAGONIST
MESH:C097869	NCBI:150	
MESH:C097869	NCBI:5915	
MESH:D009661	NCBI:27094	
MESH:D009661	NCBI:150	
MESH:D009661	NCBI:5915	
MESH:D015016	NCBI:27094	
MESH:D015016	NCBI:5915	
MESH:D001262	NCBI:27094	
MESH:D001262	NCBI:150	
MESH:D001262	NCBI:5915	ANTAGONIST
MESH:D011433	NCBI:2561	
MESH:D013015	NCBI:2561	
MESH:D000526	NCBI:2561	
MESH:D010869	NCBI:2561	
MESH:D009661	NCBI:2561	
MESH:D002241	NCBI:6476	
MESH:C546025	NCBI:6524	INHIBITOR
MESH:D013311	NCBI:6524	
MESH:D012964	NCBI:6524	
MESH:D005947	NCBI:6524	SUBSTRATE
MESH:C546025	NCBI:6476	
MESH:D013453	NCBI:6476	
MESH:D005907	NCBI:6476	
MESH:C102817	NCBI:6476	INHIBITOR
MESH:C414402	NCBI:6309	PRODUCT-OF
MESH:C414402	NCBI:2072	PRODUCT-OF
MESH:C059675	NCBI:6309	PRODUCT-OF
MESH:C059675	NCBI:2072	PRODUCT-OF
MESH:D013261	NCBI:6309	PRODUCT-OF
MESH:D013261	NCBI:2072	PRODUCT-OF
MESH:C050435	NCBI:6309	
MESH:C050435	NCBI:2072	
MESH:D014439	NCBI:4128	
MESH:D011464	NCBI:5743	PRODUCT-OF|INDIRECT-UPREGULATOR
MESH:D011464	NCBI:207	
MESH:D016285	NCBI:5743	INDIRECT-UPREGULATOR
MESH:D000077602	NCBI:554	INHIBITOR
MESH:D001127	NCBI:554	
MESH:C025043	NCBI:554	
MESH:D000077602	NCBI:114548	INDIRECT-UPREGULATOR
MESH:D000077602	NCBI:552	ACTIVATOR
MESH:D000077602	NCBI:1576	SUBSTRATE
MESH:D000077602	NCBI:551	
MESH:D020123	NCBI:8115	
MESH:D020123	NCBI:613	
MESH:D020123	NCBI:25	
MESH:C047902	NCBI:8115	
MESH:C047902	NCBI:613	
MESH:C047902	NCBI:25	
MESH:C047902	NCBI:2475	
MESH:D008715	NCBI:8115	
MESH:D008715	NCBI:613	
MESH:D008715	NCBI:25	
MESH:D008715	NCBI:2475	
MESH:D000068338	NCBI:2475	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:D024502	NCBI:19	PRODUCT-OF
MESH:D014810	NCBI:7274	
MESH:D024502	NCBI:7274	
MESH:D000255	NCBI:335	
MESH:D024502	NCBI:335	PRODUCT-OF
MESH:D011341	NCBI:19	
MESH:D000069445	NCBI:1565	SUBSTRATE
MESH:D017374	NCBI:1565	INHIBITOR
MESH:D004298	NCBI:3269	
MESH:D006632	NCBI:1813	
MESH:D000068736	NCBI:1544	SUBSTRATE
MESH:D000068736	NCBI:1565	INHIBITOR|SUBSTRATE
MESH:D005996	NCBI:3554	
MESH:D002118	NCBI:1131	
MESH:D016244	NCBI:1131	
MESH:C034221	NCBI:1644	
MESH:D010100	NCBI:1644	
MESH:D000077867	NCBI:1644	INHIBITOR
MESH:D004295	NCBI:1312	
MESH:C111019	NCBI:590	ACTIVATOR
MESH:C465982	NCBI:43	PART-OF
MESH:C111019	NCBI:43	ACTIVATOR
MESH:D009768	NCBI:43	ACTIVATOR
MESH:D003975	NCBI:43	ACTIVATOR
MESH:D018690	NCBI:2746	
MESH:D006160	NCBI:2746	
MESH:D006160	NCBI:3630	INDIRECT-UPREGULATOR
MESH:C045651	NCBI:2746	INHIBITOR
MESH:C062669	NCBI:2746	INHIBITOR
MESH:D006582	NCBI:2746	DIRECT-REGULATOR
MESH:D000639	NCBI:4914	DIRECT-REGULATOR|AGONIST|ACTIVATOR
MESH:D000639	NCBI:4915	DIRECT-REGULATOR|AGONIST
MESH:C102563	NCBI:4914	
MESH:D012701	NCBI:4914	
MESH:C004664	NCBI:2324	DIRECT-REGULATOR|INHIBITOR
MESH:C004664	NCBI:5747	DIRECT-REGULATOR|INHIBITOR
MESH:C042696	NCBI:5747	
MESH:C106389	NCBI:3673	
MESH:D008152	NCBI:1812	DIRECT-REGULATOR
MESH:D000657	NCBI:1812	
MESH:D012701	NCBI:1812	
MESH:C047902	NCBI:3630	
MESH:C047902	NCBI:3551	
MESH:D013431	NCBI:3423	
MESH:D011188	NCBI:9196	
MESH:D011188	NCBI:24145	
MESH:D002229	NCBI:24145	INHIBITOR
MESH:D002229	NCBI:9196	
MESH:D011339	NCBI:24145	INHIBITOR
MESH:D011339	NCBI:9196	
MESH:C498826	NCBI:613	DIRECT-REGULATOR
MESH:D009020	NCBI:25932	
MESH:D009020	NCBI:6019	
MESH:D014309	NCBI:25932	INHIBITOR
MESH:D014309	NCBI:6019	
MESH:D002744	NCBI:25932	INHIBITOR
MESH:D002744	NCBI:6019	
MESH:D004155	NCBI:25932	INHIBITOR
MESH:D004155	NCBI:6019	
MESH:D003501	NCBI:25932	INHIBITOR
MESH:D003501	NCBI:6019	
MESH:D011899	NCBI:25932	
MESH:D011899	NCBI:6019	INHIBITOR
MESH:D008777	NCBI:367	DIRECT-REGULATOR
MESH:C421455	NCBI:367	DIRECT-REGULATOR
MESH:C025643	NCBI:367	DIRECT-REGULATOR|ANTAGONIST
MESH:D008044	NCBI:367	DIRECT-REGULATOR
MESH:C545186	NCBI:351	DIRECT-REGULATOR
MESH:C545186	NCBI:1508	
MESH:C545186	NCBI:5663	
MESH:D000078222	NCBI:3676	DIRECT-REGULATOR
MESH:D000078222	NCBI:7412	
MESH:C047902	NCBI:10124	PART-OF
MESH:C586497	NCBI:10124	PART-OF
MESH:C039552	NCBI:10124	PART-OF
MESH:D009569	NCBI:1909	
MESH:D009569	NCBI:1910	
MESH:C467894	NCBI:1909	ANTAGONIST
MESH:D008694	NCBI:6531	
MESH:D010645	NCBI:6531	
MESH:C043425	NCBI:6531	INHIBITOR
MESH:C044630	NCBI:6531	INHIBITOR
MESH:C056516	NCBI:1956	ACTIVATOR
MESH:D016210	NCBI:7124	INDIRECT-UPREGULATOR
MESH:D016210	NCBI:1131	
MESH:D016210	NCBI:920	
MESH:D016210	NCBI:7293	INDIRECT-UPREGULATOR
MESH:C119193	NCBI:5743	
MESH:D000077431	NCBI:5743	
MESH:C529054	NCBI:6524	INHIBITOR
MESH:C582518	NCBI:135	
MESH:C582518	NCBI:3458	INHIBITOR
MESH:D015306	NCBI:6571	SUBSTRATE
MESH:D000167	NCBI:6571	SUBSTRATE
MESH:C026710	NCBI:6571	
MESH:D015655	NCBI:6571	INHIBITOR
MESH:C029323	NCBI:6571	
MESH:D013747	NCBI:6571	DIRECT-REGULATOR|INHIBITOR
MESH:C049843	NCBI:6571	DIRECT-REGULATOR|INHIBITOR
MESH:D012701	NCBI:6571	SUBSTRATE
MESH:D000404	NCBI:6331	
MESH:C087255	NCBI:6476	
MESH:D005947	NCBI:1268	
MESH:D005947	NCBI:213	DIRECT-REGULATOR
MESH:D005947	NCBI:27165	
MESH:C087255	NCBI:27165	INDIRECT-DOWNREGULATOR
MESH:C087255	NCBI:1268	INDIRECT-DOWNREGULATOR
MESH:D019782	NCBI:100419743	
MESH:D019782	NCBI:1621	
MESH:C066657	NCBI:100419743	
MESH:C066657	NCBI:1621	
MESH:D004298	NCBI:100419743	
MESH:C055551	NCBI:1129	PART-OF
MESH:D019793	NCBI:1129	DIRECT-REGULATOR
MESH:C113497	NCBI:1129	
MESH:D007052	NCBI:387	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:D007052	NCBI:351	INDIRECT-DOWNREGULATOR|INDIRECT-UPREGULATOR
MESH:D007052	NCBI:5468	DIRECT-REGULATOR|ACTIVATOR
MESH:D007530	NCBI:2566	
MESH:C116885	NCBI:5468	AGONIST
MESH:D000809	NCBI:4313	
MESH:D010629	NCBI:3764	INHIBITOR
MESH:D010629	NCBI:81697	INHIBITOR
MESH:D010629	NCBI:3767	INHIBITOR
MESH:D010629	NCBI:6833	INHIBITOR
MESH:D008687	NCBI:3764	
MESH:D008687	NCBI:81697	
MESH:D008687	NCBI:3767	
MESH:D008687	NCBI:6833	
MESH:D010629	NCBI:548594	INHIBITOR
MESH:D014807	NCBI:5741	
MESH:D002118	NCBI:846	
MESH:C084656	NCBI:5741	INDIRECT-DOWNREGULATOR
MESH:C084656	NCBI:7421	
MESH:C084656	NCBI:846	INDIRECT-UPREGULATOR
MESH:C042533	NCBI:5741	INDIRECT-DOWNREGULATOR
MESH:C042533	NCBI:7421	
MESH:C042533	NCBI:846	
MESH:D002122	NCBI:7139	DIRECT-REGULATOR
MESH:D002122	NCBI:7134	DIRECT-REGULATOR
MESH:C030986	NCBI:7298	PRODUCT-OF
MESH:C000613803	NCBI:7083	SUBSTRATE
MESH:D014271	NCBI:7083	SUBSTRATE
MESH:C442759	NCBI:26284	
MESH:C442759	NCBI:5468	DIRECT-REGULATOR
MESH:C097367	NCBI:26284	
MESH:C097367	NCBI:5468	DIRECT-REGULATOR
MESH:D012701	NCBI:23620	
MESH:C060394	NCBI:3355	
MESH:C060394	NCBI:3356	
MESH:C060394	NCBI:3358	
MESH:C520575	NCBI:3355	AGONIST
MESH:C520575	NCBI:3356	DIRECT-REGULATOR|AGONIST
MESH:C520575	NCBI:3358	DIRECT-REGULATOR|AGONIST
MESH:C008033	NCBI:3355	DIRECT-REGULATOR
MESH:D007650	NCBI:3355	DIRECT-REGULATOR
MESH:D010716	NCBI:3356	
MESH:C416024	NCBI:3356	
MESH:C008376	NCBI:3356	AGONIST
MESH:C067537	NCBI:3356	AGONIST
MESH:D000077465	NCBI:3356	AGONIST
MESH:C000601543	NCBI:3355	ANTAGONIST
MESH:C000601543	NCBI:3356	ANTAGONIST
MESH:D000305	NCBI:1392	
MESH:D011239	NCBI:1392	INDIRECT-DOWNREGULATOR
MESH:D000305	NCBI:5443	
MESH:D006206	NCBI:4233	
MESH:D006206	NCBI:409	
MESH:D006206	NCBI:6608	AGONIST
MESH:D000068298	NCBI:4233	
MESH:D000068298	NCBI:409	
MESH:D000068298	NCBI:6608	AGONIST
MESH:D002990	NCBI:4233	
MESH:D002990	NCBI:409	
MESH:D002990	NCBI:6608	AGONIST
MESH:D005447	NCBI:4233	
MESH:D005447	NCBI:409	
MESH:D005447	NCBI:6608	AGONIST
MESH:D004997	NCBI:26284	
MESH:D004997	NCBI:2100	
MESH:D004997	NCBI:2099	INDIRECT-DOWNREGULATOR|AGONIST|INDIRECT-UPREGULATOR
MESH:C099235	NCBI:26284	
MESH:C099235	NCBI:2100	AGONIST
MESH:C099235	NCBI:2099	
MESH:C532665	NCBI:2099	
MESH:C532665	NCBI:26284	AGONIST
MESH:C532665	NCBI:2100	
MESH:D005680	NCBI:57030	
MESH:D018690	NCBI:57030	
MESH:D000078308	NCBI:6539	INHIBITOR
MESH:D000078308	NCBI:6540	INHIBITOR
MESH:C045598	NCBI:6529	INHIBITOR
MESH:C045598	NCBI:6539	INHIBITOR
MESH:C045598	NCBI:6540	INHIBITOR
MESH:D001622	NCBI:6529	INHIBITOR
MESH:D001622	NCBI:6539	INHIBITOR
MESH:D001622	NCBI:6540	INHIBITOR
MESH:D015091	NCBI:6529	INHIBITOR
MESH:D015091	NCBI:6539	INHIBITOR
MESH:D015091	NCBI:6540	INHIBITOR
MESH:C030278	NCBI:6529	INHIBITOR
MESH:C030278	NCBI:6539	INHIBITOR
MESH:C030278	NCBI:6540	INHIBITOR
MESH:C015910	NCBI:6529	INHIBITOR
MESH:C015910	NCBI:6539	INHIBITOR
MESH:C015910	NCBI:6540	INHIBITOR
MESH:D005680	NCBI:6539	
MESH:D005680	NCBI:6540	SUBSTRATE
MESH:D015237	NCBI:5737	
MESH:D000596	NCBI:79581	PART-OF
MESH:D000596	NCBI:6251	PART-OF
MESH:D000596	NCBI:55065	PART-OF
MESH:D000728	NCBI:2796	
MESH:D015113	NCBI:7124	INHIBITOR
MESH:D000728	NCBI:7124	INHIBITOR
MESH:D013196	NCBI:2099	DIRECT-REGULATOR|ACTIVATOR
MESH:D015113	NCBI:367	
MESH:D015113	NCBI:2099	DIRECT-REGULATOR|ACTIVATOR
MESH:C028680	NCBI:367	
MESH:C028680	NCBI:2099	DIRECT-REGULATOR
MESH:C100228	NCBI:2099	DIRECT-REGULATOR
MESH:C100228	NCBI:7124	
MESH:C100228	NCBI:3383	
MESH:C100228	NCBI:7412	
MESH:C100228	NCBI:6401	INDIRECT-DOWNREGULATOR
MESH:C100228	NCBI:6347	
MESH:C100228	NCBI:3569	INDIRECT-DOWNREGULATOR
MESH:D000077267	NCBI:2100	
MESH:D000077267	NCBI:367	
MESH:D024502	NCBI:2099	
MESH:D024502	NCBI:2100	ANTAGONIST
MESH:D024502	NCBI:367	
MESH:C053541	NCBI:2099	
MESH:C053541	NCBI:2100	
MESH:C100228	NCBI:5175	INDIRECT-DOWNREGULATOR
MESH:D002122	NCBI:3371	DIRECT-REGULATOR
MESH:D002122	NCBI:1497	
MESH:C484309	NCBI:3596	
MESH:D000068299	NCBI:10317	AGONIST
MESH:D000068299	NCBI:27094	
MESH:D000068759	NCBI:10317	
MESH:D000068759	NCBI:27094	AGONIST
MESH:D007545	NCBI:27094	AGONIST
MESH:C037293	NCBI:10317	DIRECT-REGULATOR
MESH:C037293	NCBI:10242	
MESH:D002976	NCBI:10317	
MESH:D002976	NCBI:10242	DIRECT-REGULATOR
MESH:D000077486	NCBI:10317	
MESH:D000077486	NCBI:10242	DIRECT-REGULATOR
MESH:D000420	NCBI:10317	
MESH:D000420	NCBI:10242	DIRECT-REGULATOR
MESH:C440369	NCBI:4129	
MESH:C440369	NCBI:596	INDIRECT-UPREGULATOR
MESH:D016572	NCBI:5478	DIRECT-REGULATOR
MESH:D000086	NCBI:6326	DIRECT-REGULATOR
MESH:D000547	NCBI:6326	DIRECT-REGULATOR
MESH:C031663	NCBI:55811	DIRECT-REGULATOR
MESH:D000547	NCBI:55811	INHIBITOR
MESH:D000596	NCBI:55811	PART-OF
MESH:D005680	NCBI:1128	
MESH:D005680	NCBI:1133	
MESH:D005680	NCBI:619373	
MESH:D005680	NCBI:2915	
MESH:C012019	NCBI:1128	
MESH:C012019	NCBI:1133	
MESH:C012019	NCBI:619373	
MESH:C012019	NCBI:2915	
MESH:D018350	NCBI:1128	
MESH:D018350	NCBI:1133	
MESH:D018350	NCBI:619373	
MESH:D018350	NCBI:2915	
MESH:D018690	NCBI:1128	
MESH:D018690	NCBI:1133	
MESH:D018690	NCBI:619373	
MESH:D018690	NCBI:2915	
MESH:C031967	NCBI:6622	
MESH:C009054	NCBI:4129	INHIBITOR
MESH:D010269	NCBI:6622	
MESH:D013481	NCBI:836	
MESH:D002784	NCBI:2099	
MESH:D014280	NCBI:2099	
MESH:D013629	NCBI:1565	
MESH:D014280	NCBI:2100	
MESH:D014280	NCBI:1565	
MESH:D015282	NCBI:6750	
MESH:D002108	NCBI:551	
MESH:D015282	NCBI:551	
MESH:D002108	NCBI:885	
MESH:D002108	NCBI:886	
MESH:D020109	NCBI:885	ANTAGONIST
MESH:D020109	NCBI:886	ANTAGONIST
MESH:D015282	NCBI:886	
MESH:D011396	NCBI:6532	DIRECT-REGULATOR
MESH:C002752	NCBI:6532	DIRECT-REGULATOR
MESH:C066943	NCBI:6532	DIRECT-REGULATOR
MESH:C066943	NCBI:6531	
MESH:C066943	NCBI:6530	
MESH:C027563	NCBI:6532	DIRECT-REGULATOR
MESH:C027563	NCBI:6531	
MESH:C027563	NCBI:6530	
MESH:D008614	NCBI:6532	DIRECT-REGULATOR
MESH:D008614	NCBI:6531	
MESH:D008614	NCBI:6530	
MESH:C002752	NCBI:6531	
MESH:C002752	NCBI:6530	
MESH:C084597	NCBI:3269	ANTAGONIST
MESH:C084597	NCBI:7474	
MESH:C084597	NCBI:650	
MESH:C084597	NCBI:652	
MESH:C084597	NCBI:2255	
MESH:C084597	NCBI:2263	
MESH:C084597	NCBI:4487	
MESH:C084597	NCBI:3638	
MESH:C000978	NCBI:343332	
MESH:C000978	NCBI:1725	
MESH:D013444	NCBI:343332	
MESH:D013444	NCBI:1725	
MESH:D009711	NCBI:1725	PART-OF
MESH:D000596	NCBI:1725	PART-OF
MESH:D013418	NCBI:1725	
MESH:D013433	NCBI:1725	
MESH:D000214	NCBI:36	
MESH:D014635	NCBI:36	
MESH:C045335	NCBI:36	SUBSTRATE
MESH:C017447	NCBI:3712	
MESH:D000214	NCBI:3712	
MESH:C475600	NCBI:33	
MESH:D000214	NCBI:33	
MESH:C050106	NCBI:36	
MESH:C074884	NCBI:36	
MESH:C586497	NCBI:36	
MESH:C492946	NCBI:36	
MESH:D000376	NCBI:9311	DIRECT-REGULATOR
MESH:C106067	NCBI:9311	DIRECT-REGULATOR|ACTIVATOR
MESH:C076685	NCBI:9311	DIRECT-REGULATOR|ACTIVATOR
MESH:C006624	NCBI:9311	ACTIVATOR
MESH:D002122	NCBI:9311	
MESH:D019344	NCBI:9311	
MESH:D011188	NCBI:801	
MESH:D011188	NCBI:5617	
MESH:D011188	NCBI:7200	
MESH:D002118	NCBI:7200	
MESH:D014700	NCBI:801	
MESH:D014268	NCBI:801	INHIBITOR
MESH:D002746	NCBI:801	DIRECT-REGULATOR|INHIBITOR
MESH:D010868	NCBI:801	INHIBITOR|ANTAGONIST
MESH:C017967	NCBI:801	DIRECT-REGULATOR
MESH:C017967	NCBI:5617	INDIRECT-DOWNREGULATOR
MESH:C063121	NCBI:775	INHIBITOR
MESH:C063121	NCBI:8911	
MESH:D003975	NCBI:775	
MESH:D003975	NCBI:8911	
MESH:D005479	NCBI:775	
MESH:D005479	NCBI:8911	
MESH:C033473	NCBI:775	
MESH:C033473	NCBI:8911	
MESH:D011280	NCBI:775	
MESH:D011280	NCBI:8911	
MESH:D010424	NCBI:775	INHIBITOR
MESH:D010424	NCBI:8911	INHIBITOR
MESH:D000431	NCBI:775	
MESH:D000431	NCBI:8911	
MESH:C080430	NCBI:775	
MESH:C080430	NCBI:8911	
MESH:D000661	NCBI:6571	INHIBITOR
MESH:C036423	NCBI:6571	
MESH:D003042	NCBI:6571	
MESH:D003277	NCBI:6531	
MESH:D003277	NCBI:6571	
MESH:D004298	NCBI:6571	
MESH:D012256	NCBI:55312	SUBSTRATE
MESH:D002945	NCBI:55312	
MESH:D005182	NCBI:2936	
MESH:D005182	NCBI:2908	
MESH:D012256	NCBI:80308	
MESH:D012256	NCBI:4593	
MESH:C055328	NCBI:55312	SUBSTRATE
MESH:C055328	NCBI:80308	
MESH:C055328	NCBI:4593	
MESH:D005486	NCBI:55312	PRODUCT-OF
MESH:D005486	NCBI:80308	SUBSTRATE
MESH:D005486	NCBI:4593	SUBSTRATE
MESH:D005182	NCBI:55312	PRODUCT-OF
MESH:D005182	NCBI:80308	PRODUCT-OF
MESH:D005182	NCBI:4593	PRODUCT-OF
MESH:D000255	NCBI:55312	
MESH:D000255	NCBI:80308	
MESH:D000255	NCBI:4593	
MESH:D006861	NCBI:55312	
MESH:D003958	NCBI:55312	
MESH:D005182	NCBI:2950	
MESH:D005486	NCBI:2908	
MESH:D005486	NCBI:2950	
MESH:D005978	NCBI:55312	
MESH:D002945	NCBI:2908	
MESH:D002945	NCBI:2950	
MESH:D013096	NCBI:6611	
MESH:D011700	NCBI:6611	
MESH:D011700	NCBI:4625	
MESH:D013095	NCBI:6611	
MESH:D013095	NCBI:4625	
MESH:D013096	NCBI:4625	PRODUCT-OF
MESH:D013096	NCBI:10743	PRODUCT-OF
MESH:C002939	NCBI:262	
MESH:D012436	NCBI:4953	
MESH:D000728	NCBI:4953	
MESH:D000728	NCBI:262	
MESH:D011073	NCBI:367	
MESH:D006859	NCBI:3292	
MESH:D011374	NCBI:3292	PRODUCT-OF
MESH:D004958	NCBI:3292	SUBSTRATE
MESH:D004958	NCBI:4819	SUBSTRATE
MESH:D004970	NCBI:3292	PRODUCT-OF
MESH:D004970	NCBI:4819	PRODUCT-OF
MESH:D009243	NCBI:3292	PRODUCT-OF|SUBSTRATE
MESH:D009243	NCBI:4819	PRODUCT-OF|SUBSTRATE
MESH:C029981	NCBI:3292	PRODUCT-OF
MESH:C021297	NCBI:3292	
MESH:D009249	NCBI:3292	SUBSTRATE
MESH:D009249	NCBI:623	
MESH:D013481	NCBI:623	
MESH:D010100	NCBI:623	
MESH:C487113	NCBI:623	ANTAGONIST
MESH:D010431	NCBI:3554	
MESH:D010431	NCBI:623	
MESH:D007213	NCBI:3554	
MESH:D007213	NCBI:623	
MESH:D009544	NCBI:3554	
MESH:D009544	NCBI:7124	
MESH:D009544	NCBI:623	
MESH:D000111	NCBI:3554	
MESH:D000111	NCBI:7124	
MESH:D000111	NCBI:623	INDIRECT-DOWNREGULATOR
MESH:C007517	NCBI:3554	
MESH:C007517	NCBI:7124	
MESH:C007517	NCBI:623	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:D009249	NCBI:3554	
MESH:D009249	NCBI:7124	
MESH:C056165	NCBI:623	INHIBITOR
MESH:D054199	NCBI:3725	INHIBITOR
MESH:C016883	NCBI:3558	INDIRECT-DOWNREGULATOR
MESH:C016883	NCBI:7124	INDIRECT-UPREGULATOR
MESH:C016883	NCBI:3725	INHIBITOR
MESH:C016883	NCBI:57761	
MESH:C016883	NCBI:4792	
MESH:C016883	NCBI:5970	INHIBITOR
